restaurant_name,address,zip_code
Bob Evans,1517 N Sandusky Ave,44820
Firehouse Subs,2217 E Colonial Dr,32803
Panera Bread,5630 Washington Avenue,53406
Panera Bread,2095 North Calhoun Road,53005
Jimmy John's,3129 N Oakland Ave,53211
Subway,326 N Chester Pike,19036
Waffle House,2505 Mccain Blvd,72116
Waffle House,116 Marshall Rd,72076
Subway,1136 Baltimore Pike,19064
Subway,600 Factory Outlet Dr,71001
Subway,16470 Highway 190,70577
Subway,6138 Greenwood Rd,71119
Subway,922 Front St,71327
Subway,1325 Dove Rd,68370
Subway,128 W State St,68620
Waffle House,4301 Sidco Dr,37204
Waffle House,949 Louisville Hwy,37072
Subway,1177 Bells Ferry Rd,30066
Subway,2440 Shurling Dr,31211
Subway,7525 Covington Hwy,30058
Subway,2765 Lee Rd,30122
Subway,1505 Philema Rd S,31763
Waffle House,2506 Augusta Rd,29169
Subway,1849 42nd St,97439
Subway,236 Kelley St,29560
Subway,211 Radford Blvd,29536
Subway,2103 W Bobo Newsom Hwy,29550
Subway,156 Magnolia St,29306
Subway,1539 Bells Hwy,29488
Dunkin' Donuts,3007 Buford Hwy NE,30329
Subway,1270 Crabb River Rd,77469
Subway,1003 W Diversey Pkwy,60614
Subway,1025 5th St,80808
Subway,1985 Empire Park Dr,97402
Subway,2715 Row River Rd,97424
Subway,1607 Williams Hwy,97527
Taco Bell,984 S Main St,48446
Subway,1020 28th Ave,80634
Comet Burgers,207 S Main St,48067
El Pollo Loco,2017 Camino Del Este,92108
Baja Fresh Mexican Grill,171 E 17th St,92627
Domino's Pizza,5830 9th Ave N,33710
Domino's Pizza,5102 W Northern Ave,85301
SUBWAY®,21 Maiden Ln,10038
Domino's Pizza,13131 Merrick Blvd,11434
Domino's Pizza,13857 Queens Blvd,11435
Domino's Pizza,132 W Fulton St,12078
Domino's Pizza,2430 Middle Country Rd,11720
Domino's Pizza,108 Washington Ave,13760
Domino's Pizza,1479 Fulton St,11216
Domino's Pizza,3563 Sheridan Dr,14226
Burger King,720 Broadway,01906
Burger King,188 Turnpike St,01845
Burger King,52 Middlesex Tpke,01803
Burger King,176 Waverly St,01702
Burger King,163 Madison St,01610
McDonald's,141 Dorman Centre Dr,29301
McDonald's,9595 N Kings Hwy,29572
McDonald's,105 Fleming St,29360
McDonald's,102 N Longstreet St,29556
Wendy's,9114 N Newport Hwy,99218
Wendy's,4401 S Regal St,99223
Wendy's,830 N Division St,99202
Wendy's,15945 Redmond Way,98052
Wendy's,230 Rainier Ave S,98057
Wendy's,13514 NE 175th St,98072
Wendy's,11744 Lake City Way NE,98125
Wendy's,21 N Main St,05701
Taco Bell,1345 Southern Hills Ctr,65775
Taco Bell,2249 E Sunshine St,65804
Taco Bell,629 W Sunshine St,65807
Taco Bell,1020 Cave Springs Blvd,63376
Taco Bell,1324 Hampton Ave,63139
Subway,1116 S Rock St,72150
Subway,425 W Capitol Ave,72201
Subway,1600 Highway 95,72110
Subway,1305 N Main St,72021
Subway,550 Skyline Dr,72032
Subway,94 S Broadview St,72058
Taco Bell,3527 Macon Rd,31907
Taco Bell,3960 Buena Vista Rd,31907
Taco Bell,225 N Main St,30125
Taco Bell,1 CNN Ctr NW,30303
Taco Bell,3485 Northside Pkwy NW,30327
Wendy's,2520 E Lincolnway,82001
Wendy's,307 Main St W,25271
Wendy's,2325 Jackson Ave,25550
Wendy's,Hc 30 Box 182aa,24925
Wendy's,1603 7th St,26101
Charley's Grilled Subs,3301 E Main St,93003
McDonald's,542 Clayton Rd,87740
McDonald's,1105 Main St,88045
Burger King,11300 Preston Hwy,40229
Burger King,4030 Shelbyville Rd,40207
Burger King,9871 Livernois Ave,48204
Burger King,2975 Walton Blvd,48309
Burger King,19901 Van Dyke St,48234
Burger King,3200 W Davison,48238
Burger King,16245 Livernois Ave,48221
Burger King,12661 Mack Ave,48215
Burger King,11981 Gratiot Ave,48213
Burger King,6190 W Michigan Ave,48197
Burger King,45455 Michigan Ave,48188
Domino's Pizza,806 S 4th St,73018
Domino's Pizza,8446 Park Ln,75231
Domino's Pizza,8530 Fm 1765,77591
Subway,109 Wp Malone Dr,71923
Subway,133 Arkansas Blvd,71854
Subway,6917 Middle Valley Rd,37343
Subway,660 Carriage House Dr,38305
Subway,697 S Grundy Quarles Hwy,38562
Dairy Queen,1443 Concord St S,55075
Dairy Queen,137 Access Way,56288
Dairy Queen,1354 Maryland Ave E,55106
Burger King,1403 Main St,26037
Burger King,729 Beverly Pike,26241
Burger King,107 R H L Blvd,25309
Burger King,891 N Us Highway 31,46184
Waffle House,790 Old Hickory Blvd,37027
Dunkin' Donuts,1234 Massachusetts Ave,02476
Dunkin' Donuts,212 Main St,01720
Subway,1012 NE Park Dr,98029
Subway,2608 Pine Ave,14301
Subway,1201 29th St SE,57201
Subway,505 Arrow Ave NE,57201
Dairy Queen,1058 W Club Blvd,27701
Arby's,1685 S Redwood Rd,84104
Arby's,3430 S State St,84115
Arby's,935 W North Temple,84116
Arby's,955 E Expressway Square,84660
Arby's,1650 S State St,84115
Arby's,755 E Main,84501
Arby's,1474 S 40th E,84601
Arby's,910 State St,84057
Arby's,3385 Washington Blvd,84401
Arby's,4740 Harrison Blvd,84403
Arby's,987 N Fairfield,84040
Arby's,593 N State St,84042
Arby's,30711 Fm 2920,77484
Arby's,130 E Louetta Rd,77373
Arby's,6818 Military Dr W,78227
Arby's,14103 Nacogdoches Rd,78247
Arby's,1820 N Plano Rd,75081
Arby's,3129 Knickerbocker Rd,76904
Burger King,1750 N Harlem Ave,60707
Burger King,299 S Randall Rd,60123
Burger King,1150 N Mclean Blvd,60123
Burger King,2204 Troy Rd,62025
Burger King,1048 E Sibley Blvd,60419
Burger King,7301 Lemont Rd,60516
Burger King,4910 W North Ave,60639
Burger King,4125 N Milwaukee Ave,60641
Burger King,3953 W Chicago Ave,60624
Burger King,2000 W 47th St,60609
Burger King,2344 W Chicago Ave,60622
Burger King,1323 W Irving Park Rd,60613
Arby's,2313 Colorado Blvd,76205
Arby's,205 Liberty Bell Rd,76522
Arby's,4811 S Staples,78411
Arby's,5649 Saratoga Blvd,78414
Arby's,8648 Research Blvd,78758
Arby's,2020 S Ross St,79103
Arby's,304 S Broadway Ste G,37148
Arby's,3196 Dickerson Rd,37207
Arby's,2750 Elm Hill Pike,37214
Arby's,905 Smithville Hwy,37110
Arby's,919 Gallatin Rd,37115
Arby's,816 Foothills Dr,37801
Subway,204 23rd St,79015
Subway,19211 W Lake Houston Pkwy,77346
Subway,1900 Oates Dr,75150
Subway,1805 S W S Young Dr,76543
Subway,1621 Sam Houston Ave,77340
Subway,1546 Stacy Rd,75002
Subway,150 E Interstate 20,79512
Checkers,7504 Atlantic Blvd,32211
Checkers,930 Dunn Avenue,32218
Checkers,2701 W Broward Blvd,33312
Checkers,575 W International Speedway Blvd,32114
Checkers,9935 W Sample Rd,33065
Checkers,4909 Ulmerton Rd,33760
Checkers,1972 GulftoBay Blvd,33765
Checkers,755 W Boynton Beach Blvd,33426
Checkers,1520 W Brandon Blvd,33511
Del Taco,15055 Imperial Hwy,90638
Del Taco,4820 Barranca Pkwy,92604
Del Taco,20921 Magnolia St,92646
Del Taco,17501 Beach Blvd,92647
Del Taco,17292 Main St,92345
Del Taco,16216 Crenshaw Blvd,90249
Del Taco,2408 E Chapman Ave,92831
Del Taco,9436 Warner Ave,92708
Del Taco,1270 W Valley Pkwy,92029
Del Taco,520 N Diamond Bar Blvd,91765
Del Taco,5981 Orange Ave,90630
Del Taco,280 Bristol St,92626
Del Taco,1155 Baker St,92626
Del Taco,2260 Frontage Rd,92882
Rally's,1520 N Shadeland Ave,46219
Rally's,6735 Indianapolis Blvd,46324
Rally's,910 West 5th Avenue,46402
Rally's,320 W Jefferson Blvd,46802
Rally's,4527 W Main St,62226
Checkers,6344 Lawrenceville Hwy,30084
Checkers,3409 Mercer University Drive,31204
Wienerschnitzel,1904 Oates Dr,75150
Wienerschnitzel,4809 34th St,79410
Wienerschnitzel,2614 W Interstate 20,75052
Wienerschnitzel,2222 N Mesa St,79902
Subway,246 N New Hope Rd,28054
Subway,472 Hay St,28301
Subway,3055 Legion Rd,28306
Subway,590 E Jackson Blvd,28339
Subway,901 Smoky Park Hwy,28715
Subway,1301 E Broad St,28337
Subway,2526 Erwin Rd,27705
Subway,3948 Hodges Chapel Rd,28334
Waffle House,9800 Blairwood Rd,40222
Waffle House,76 Austin Ln,40741
Boardwalk Grill,5879 Marina Rd,94505
Subway,2003 Pease St,77003
Pepperjax Grill,2085 N 120th St,68164
Henny Penny Family Restaurant,1709 W IL Route 120,60051
Dairy Queen,2720 Heritage Dr,53018
Dairy Queen,2400 Patterson St,37203
Dairy Queen,2520 Loves Creek Rd,37924
Dairy Queen,23845 Rogers Clark Blvd,22546
Dairy Queen,2240 S Ridge Rd,54304
Dairy Queen,220 15th St NE,98002
Steak 'n Shake,201 E Euclid Ave,60056
Steak 'n Shake,2121 Willow Rd,60025
Steak 'n Shake,1211 N Keller Dr,62401
Steak 'n Shake,1330 E Pershing Rd,62526
Steak 'n Shake,3201 N Vermilion St,61832
Steak 'n Shake,1709 S Neil St,61820
Steak 'n Shake,1305 Locke Dr,60914
Steak 'n Shake,5229 Elmore Ave,52807
Steak 'n Shake,2110 Pleasant Hill Rd,30096
Steak 'n Shake,4835 Jimmy Lee Smith Pkwy,30141
Steak 'n Shake,1250 W Walnut Ave,30720
Joe's Crab Shack,9827 W Flamingo Rd,89147
Subway,107 S High St,43215
Subway,1065 Reading Rd,45040
Subway,1026 S Broadway,44041
Panera Bread,7115 West Central Avenue,43617
Jimmy John's,3536 S National Ave,65807
Back Yard Burgers,6230 Old Canton Rd,39211
Back Yard Burgers,2036 N College Ave,72703
Subway,664 Wesley Dr,62095
Jimmy John's,1802 SE Delaware Ave,50021
Jimmy John's,13586 NW Industrial Dr,63044
Jimmy John's,2801 E Memorial Rd,73013
Jimmy John's,2855 10th Ave N,58203
Jimmy John's,110 16th St,80202
Jimmy John's,180 S Union Blvd,80228
Jimmy John's,133 S College Ave,80524
Jimmy John's,6411 Hillcrest Ave,75205
Jimmy John's,625 S 5th Ave,83201
Jimmy John's,1635 Robb Dr,89523
Jimmy John's,17875 Redmond Way,98052
Subway,1453 N Dysart Rd,85323
Subway,1418 S Yuma Palms Pkwy,85365
Subway,13070 W Rancho Santa Fe Blvd,85392
Subway,969 Main Ave,81301
Dominion Pizza,308 S Queen St,17603
Papa John's Pizza,3026 Chimney Rock Rd,77056
Domino's Pizza,142 E Putnam Ave,06807
Wendy's,101 Jack Martin Blvd,08724
Wendy's,198 Wakefield St,03867
Wendy's,5405 L St,68117
Wendy's,4308 Dodge St,68131
Wendy's,3706 N 90th St,68134
Wendy's,930 N 48th St,68504
Wendy's,2615 S 48th St,68506
Wendy's,823 2nd Ave,68847
Wendy's,1503 S Washington St,58201
Wendy's,325 19th St W,58601
Domino's Pizza,7591 N Cimarron Rd,89131
Bob Evans,334 Goff Mountain Rd,25313
Bob Evans,190 Lithia Rd,24382
Bob Evans,6310 Augusta Dr,22150
Domino's Pizza,2819 N Central Ave,85004
Domino's Pizza,1241 E Chandler Blvd,85048
Domino's Pizza,930 W Broadway Rd,85282
Domino's Pizza,518 W Riverside Dr,85344
Domino's Pizza,1620 S Craycroft Rd,85711
Domino's Pizza,5833 N 35th Ave,85017
Domino's Pizza,10411 N 35th Ave,85051
Domino's Pizza,7045 N 35th Ave,85051
Domino's Pizza,4284 W Thomas Rd,85019
Domino's Pizza,5030 W Mcdowell Rd,85035
Domino's Pizza,11345 W Buckeye Rd,85323
Domino's Pizza,452 W Finnie Flat Rd,86322
Domino's Pizza,1949 E Beverly Ave,86409
Cook St. Helena,1310 Main St,94574
Baskin-Robbins,1013 S Gaffey St,90731
Baskin-Robbins,1006 Plaza Dr,91790
Golden Dragon,2023 Harbor Blvd,92627
Batter Up,888 Geneva Ave,94112
Baskin-Robbins,10206 Atlantic Ave,11416
Baskin-Robbins,1593 1st Ave,10028
McDonald's,415 N Highway 78,75098
McDonald's,427 N Alamo St,78377
McDonald's,9955 Highway 6,77459
McDonald's,9303 Katy Fwy,77024
McDonald's,9358 Culebra Rd,78251
McDonald's,908 W US380,76234
McDonald's,900 Gessner Rd,77024
McDonald's,8940 W Sam Houston Pkwy N,77040
McDonald's,8920 Clearwood Dr,77075
McDonald's,8606 Skillman St,75243
McDonald's,8910 N Highway 146,77520
McDonald's,8435 Memorial Blvd,77640
McDonald's,8349 Culebra Rd,78251
Long John Silver's,209 W Loop 281,75605
Long John Silver's,2822 Red Bluff Rd,77503
Long John Silver's,1604 E Belt Line Rd,75081
Quizno's,1800 Skibo Rd Ste 252,28303
Long John Silver's,3702 N Brady St,52806
Long John Silver's,131 University Plz,38237
Long John Silver's,1410 Smithville Hwy,37110
Long John Silver's,520 Galleria Dr,15904
McDonald's,245 N Soto St,90033
McDonald's,2434 Almaden Rd,95125
McDonald's,2400 Geer Rd,95382
McDonald's,23819 Clinton Keith Rd,92595
McDonald's,2331 Broadway,95818
McDonald's,2320 Fair Oaks Blvd,95825
McDonald's,2200 N Garey Ave,91767
McDonald's,220 Bailey Rd,94565
McDonald's,2185 Vista Way,92054
McDonald's,215 Antelope Blvd,96080
McDonald's,2140 E Plaza Blvd,91950
McDonald's,2111 Fulkerth Rd,95380
McDonald's,206 W Olive Ave,95348
McDonald's,201 Vineyard Town Ctr,95037
McDonald's,1925 Shastina Dr,96094
Taco Bell,240 W Base Line Rd,92376
Taco Bell,1990 Ostrems Way,92407
Taco Bell,797 W 2nd St,92410
Taco Bell,17111 Foothill Blvd,92335
Taco Bell,11688 Carmel Mountain Rd,92128
Taco Bell,632 Dennery Rd,92154
Taco Bell,9825 Mission Gorge Rd,92071
Taco Bell,2827 Navajo Rd,92020
Taco Bell,241 E Valley Blvd,91801
Taco Bell,1737 Sweetwater Rd,91950
Taco Bell,1885 E 4th St,91764
Taco Bell,705 W Arrow Hwy,91773
Taco Bell,2201 S Mountain Ave,91762
Taco Bell,5101 Groveport Rd,43207
Taco Bell,320 Bluebell Dr NW,44663
Taco Bell,1061 N Court St,44256
Taco Bell,1380 Conant St,43537
Taco Bell,6979 S Liberty Dr,45044
Taco Bell,1021 E Main St,45640
Taco Bell,9925 Warner Ave,92708
Taco Bell,11291 Talbert Ave,92708
Taco Bell,699 S Coast Hwy,92651
Taco Bell,34117 Pacific Coast Hwy,92629
Burger King,1840 Lapalco Blvd,70058
McDonald's,501 S Grand Ave E,62703
Burger King,120 Brownswitch Rd,70458
Burger King,739 Washington St,70438
Burger King,16237 E Main St,70345
Burger King,1033 W Tunnel Blvd,70360
Burger King,4068 Tulane Ave,70119
Burger King,6332 Elysian Fields Ave,70122
Burger King,2423 S Carrollton Ave,70118
Burger King,6201 Lapalco Blvd,70072
Burger King,580 Terry Pkwy,70056
Burger King,3735 Airline Dr,70001
Burger King,2100 Clearview Pkwy,70001
Burger King,1720 W Everly Brothers Blvd,42330
Burger King,1010 Paris Rd,42066
Burger King,116 Lee Ave,41501
Burger King,418 Market Square Dr,41056
Burger King,160 Richwood Rd,41094
Burger King,230 N 12th St,40965
Subway,624 S Maryland Ave,19804
Subway,2713 Pulaski Hwy,19702
Subway,1409 N Dupont Hwy,19720
Taco Bell,228 Main St,96080
Taco Bell,4651 Mack Rd,95823
Taco Bell,631 10th St,95901
Taco Bell,541 S State Highway 49,95642
Taco Bell,4915 Watt Ave,95660
McDonald's,3802 Bridgeport Way W,98466
McDonald's,5517 NE Gher Rd,98662
KFC - Kentucky Fried Chicken,20101 Sherman Way,91306
KFC - Kentucky Fried Chicken,12910 Foothill Blvd,91342
Pei Wei,13429 N Hwy 183,78750
Pei Wei,3350 S Soncy Suite 194,79124
Boston Market,385 S Cedar Crest Blvd,18103
McDonald's,128 Broadway,02149
McDonald's,14 Plaza Way,02719
McDonald's,300 Plymouth Ave,02721
McDonald's,1260 Bridge St,01826
McDonald's,135 Andover St,01923
McDonald's,1513 Dorchester Ave,02122
McDonald's,605 Washington St,02124
McDonald's,777 Meadow St,01013
McDonald's,1460 Memorial Dr,01020
McDonald's,1040 Main St,01510
McDonald's,472 Broadway,02150
Panera Bread,401 NE Northgate Way,98125
Panera Bread,669 Hillside Avenue,11040
Quiznos,319 Peabody St,37210
ShopHouse Southeast Asian Kitchen,4820 Bethesda Ave,20814
Subway,2825 Broadway,10025
Subway,48 W 125th St,10027
Steak 'n Shake,1525 S Kirkwood Rd,63127
Subway,308 S Broadway,90013
Subway,12111 Santa Monica Blvd,90025
Mignano Bros,14 Main St,17327
Pizza Hut,3301 J St SW,52404
Pizza Hut,1640 1st St W,50644
Pizza Hut,200 E Taylor St,50801
Pizza Hut,701 N Ankeny Blvd,50023
Pizza Hut,8134 Douglas Ave,50322
Crown Fried Chicken,258 E Lincoln Hwy,19320
Steak 'n Shake,220 Paul Huff Pkwy NW,37312
Steak 'n Shake,2819c Wilma Rudolph Blvd,37040
Steak 'n Shake,5426 Target Dr,37013
Steak 'n Shake,1780 Hill Rd N,43147
Steak 'n Shake,8420 Springboro Pike,45342
Steak 'n Shake,1485 Main St,45013
Steak 'n Shake,1233 Omniplex Dr,45240
Steak 'n Shake,2856 Centre Dr,45324
Taco Bell,6023 University Ave,50613
Taco Bell,3010 Eagle Dr,30189
Taco Bell,2999 16th St,47421
Taco Bell,404 Colman St,06320
Taco Bell,1371 E Putnam Ave,06870
Taco Bell,4795 Kipling St,80033
Taco Bell,1200 Southgate Pl,81004
Taco Bell,30850 Stagecoach Blvd,80439
Taco Bell,447 S Broadway,80209
Taco Bell,7150 Leetsdale Dr,80224
Subway,201 W State St,61101
Taco Bell,221 Dolson Ave,10940
Taco Bell,2280 Middle Country Rd,11720
Taco Bell,220 Reynolds Rd,13790
Taco Bell,2186 Jericho Tpke,11725
Taco Bell,2157 Nine Mile Point Rd,14450
Taco Bell,201 Panorama Blvd,88310
Taco Bell,2 Pine Cone Rd,89403
Taco Bell,1810 E Serene Ave,89123
Taco Bell,1750 Middle Country Rd,11961
Taco Bell,1725 N Turner St,88240
Taco Bell,1518 E Santa Fe Ave,87020
Taco Bell,136 N Genesee St,13502
Taco Bell,996 Hempstead Tpke,11010
McDonald's,5372 Allentown Pike,19560
Taco Bell,10 8th Ave SE,56304
Taco Bell,916 S Us Highway 27,48879
Sonic,103 Niagara St,62024
Sonic,1205 Parkway Dr,83221
Sonic,215 Walmart Cir,31082
McDonald's,409 Lafayette Ave,26041
McDonald's,40 SE Wyoming Blvd,82609
McDonald's,25 E Chestnut St,17844
McDonald's,4235 Walnut St,15132
McDonald's,430 N Queen St,17340
McDonald's,423 Bellefonte Ave,17745
McDonald's,1257 Blakeslee Boulevard Dr E,18235
McDonald's,1880 Hempstead Rd,17601
McDonald's,1829 Oregon Pike,17601
McDonald's,219 Haynes St,15901
McDonald's,516 School House Rd,19348
McDonald's,530 Galleria Dr,15904
McDonald's,3100 Oakland Ave,15701
McDonald's,2711 Macdade Blvd,19043
McDonald's,850 Eisenhower Blvd,17111
McDonald's,1511 Bethlehem Pike,19440
Sonic,6185 Fort Caroline Rd,32277
Sonic,1114 S Broadway St,75482
Sonic,50 N Kessler Ave,78956
Taco Bell,1802 S 7th St,85034
Taco Bell,1220 N 51st Ave,85043
Taco Bell,7541 W Thunderbird Rd,85381
Taco Bell,129 W Riverside Dr,85344
Taco Bell,310 W Main St,85201
Taco Bell,2760 S Alma School Rd,85210
Taco Bell,9380 W Northern Ave,85305
Taco Bell,6901 N Litchfield Rd,85307
Taco Bell,7714 W Bell Rd,85308
Taco Bell,251 N Litchfield Rd,85338
Taco Bell,885 W Warner Rd,85233
Taco Bell,6606 W Camelback Rd,85301
Taco Bell,4402 W Glendale Ave,85301
Taco Bell,4351 W Olive Ave,85302
Taco Bell,4950 W Thunderbird Rd,85306
Taco Bell,5705 W Bell Rd,85308
Taco Bell,99 Rockingham Park Blvd,03079
Taco Bell,1911 N Diers Ave,68803
Taco Bell,925 2nd Ave,68847
Cook Out,4245 N Roxboro St,27704
Backyard Grill,6355 N Pulaski Rd,60646
Burger King,6 Taunton St,02762
Burger King,3012 Cranberry Hwy,02538
Burger King,184 North St,02601
Burger King,881 Moody St,02453
Burger King,485 Arsenal St,02472
Burger King,4011 Club Rd,49749
Burger King,2504 N Us Highway 31 N,49686
Burger King,5085 220th Ave,49677
Burger King,1800 S Garfield Ave,49686
Burger King,812 N Cedar St,49646
Burger King,471 68th St SW,49548
Burger King,2204 Plainfield Ave NE,49505
Burger King,261 S State St,49464
Burger King,6411 Blue Star Hwy,49453
Burger King,3123 Colby Rd,49461
Burger King,1436 E Apple Ave,49442
Burger King,735 Michigan Ave,49423
Burger King,187 N River Ave,49424
Burger King,4558 Chicago Dr SW,49418
Burger King,1255 W Main St,49412
Panera Bread,8510 East 96th Street Suite A,46038
Panera Bread,2001 East Greyhound Pass Suite 4E,46033
Panera Bread,5606 Lakewood Towne Center Boulevard SW,98499
Burger King,2789 Milwaukee Rd,53511
Burger King,700 W Broad St,22046
Burger King,2679 Virginia Ave,24078
Burger King,1901 S Military Hwy,23320
Burger King,1181 5th St SW,22902
Burger King,916 Great Bridge Blvd,23320
Burger King,6030 Burke Commons Rd,22015
Wendy's,2427 Harrison Ave NW,98502
Wendy's,1901 NE 162nd Ave,98684
Chicken Express,529 N Stewart St,76020
Chicken Express,1711 Bethel Rd,76086
Chicken Express,1270 S Southwest Loop 323,75701
Chicken Express,4308 College Ave,79549
Gold Star Chili,8150 Arbor Square Dr,45040
Gold Star Chili,8467 Beechmont Ave,45255
Gold Star Chili,9124 Plainfield Rd,45236
Gold Star Chili,219 W Main St,45102
Cluck-U Chicken,64 Morris St,07960
Local Burger,16 Main St,01060
Jon Smith Subs,145 W Indiantown Rd,33458
Bob Evans,841 N State St,43082
Bob Evans,40 Sharts Dr,45066
Bob Evans,50 Morningside Dr,45690
Jimmy John's,770 Penniman Ave,48170
Jimmy John's,33310 Plymouth Rd,48150
McDonald's,1398 W San Carlos St,95126
McDonald's,137 Canyon Dr,92054
McDonald's,138 E Harvard Blvd,93060
McDonald's,13574 Camino Canada,92021
McDonald's,13331 Beach Blvd,92683
McDonald's,1326 E Colorado St,91205
McDonald's,1322 Glendale Galleria,91210
McDonald's,12950 Foothill Blvd,91342
McDonald's,1233 W Rancho Vista Blvd,93551
McDonald's,1215 Magnolia Ave,92879
McDonald's,1210 S Soto St,90023
McDonald's,1201 S Mount Vernon Ave,92324
McDonald's,1205 S Main St,95337
McDonald's,1199 Calimesa Blvd,92320
McDonald's,1197 N Willow Ave,93611
McDonald's,1198 San Pablo Ave,94706
McDonald's,11800 Wilmington Ave,90059
Fox's Gourmet Delicatessen,3450 Winton Pl,14623
Great Wraps,2341 Peachtree Rd NE,30305
Burger King,2882 Highway K,63368
Burger King,9008 Penn Ave S,55431
Burger King,8340 Crystal View Rd,55344
Burger King,818 W Broadway Ave,55411
Wendy's,1868 Dayton Blvd,37405
Wendy's,1505 Volunteer Pkwy,37620
Wendy's,708 S Minnesota Ave,57104
Wendy's,1911 Haines Ave,57701
Wendy's,751 Citadel Rd,29118
Wendy's,107 N Main St,29662
Wendy's,4113 Rivers Ave,29405
Wendy's,5275 International Blvd,29418
Wendy's,5115 Dorchester Rd,29418
Wendy's,515 N Highway 52,29461
Wendy's,1305 Tadlock Dr,29576
Wendy's,5228 Highway 321,29053
Wendy's,6019 Saint Andrews Rd,29212
Wendy's,1405 E Main St,29334
Wendy's,624 S Irby St,29501
Wendy's,989 S Governor Williams Hwy,29532
Wendy's,731 Eddy St,02903
Wendy's,1340 Sumter Hwy,29010
Wendy's,2212 Chesnee Hwy,29303
Wendy's,2949 Highway 501 E,29511
Wendy's,1901 Whiskey Rd,29803
Wendy's,6351 E 82nd St,46250
Wendy's,2640 Madison Ave,46225
Wendy's,5509 N Keystone Ave,46220
Wendy's,875 N Green St,46112
Wendy's,5201 E Us Highway 36,46123
Wendy's,2370 E 116th St,46032
Wendy's,8000 E 96th St,46037
Wendy's,2817 Broadway St,46012
Wendy's,3014 N Scottsdale Rd,85251
Wendy's,515 W Warner Rd,85284
Wendy's,301 E Indian School Rd,85012
Wendy's,2737 W Indian School Rd,85017
Wendy's,602 E Greenway Pkwy,85022
Wendy's,3020 N Glassford Hill Rd,86314
Carl's Jr.,2280 Arden Way,95825
McDonald's,3009 Ormond Blvd,70047
McDonald's,1007 Ronald Reagan Hwy,70433
McDonald's,4010 Barksdale Blvd,71112
McDonald's,720 E Tom T Hall Blvd,41164
McDonald's,100 Old Main St,42765
McDonald's,322 N Morgan St,42437
McDonald's,4306 Bardstown Rd,40218
McDonald's,9901 Ormsby Station Rd,40223
McDonald's,5630 Bardstown Rd,40291
McDonald's,1756 E Center St,42431
McDonald's,2800 Outer Loop,40219
McDonald's,4940 Brownsboro Rd,40222
McDonald's,6214 Shepherdsville Rd,40228
McDonald's,7426 3rd Street Rd,40214
McDonald's,5600 Preston Hwy,40219
McDonald's,3350 Preston Hwy,40213
McDonald's,3340 Bardstown Rd,40218
McDonald's,1946 Stanton Way,40511
McDonald's,735 N Wallace Wilkinson Blvd,42539
McDonald's,2271 Elkhorn Rd,40505
McDonald's,1921 Plaudit Pl,40509
McDonald's,1911 Old Preston Hwy N,40229
McDonald's,502 North Dr,42240
McDonald's,2604 Fort Campbell Blvd,42240
McDonald's,122 S Green St,42420
McDonald's,932 S Lincoln Blvd,42748
Carl's Jr.,14097 Stowe Dr,92064
Carl's Jr.,1263 Tavern Rd,91901
Carl's Jr.,1231 Avenida Cesar Chavez,91754
Carl's Jr.,1205 W Colton Ave,92374
Dairy Queen,12101 Market Place Dr,48415
Dairy Queen,161 College Ave,04901
Burger King,340 Patteson Dr,26505
Taco Time,1612 N Portland St,97850
Taco Time,3855 W 11th Ave,97402
Taco Time,274 S 2nd W,83440
Taco Time,401 W 6th St,83843
Taco Time,895 W Sexton St,83221
Subway,1449 W Buckingham Rd,75042
Subway,1435 E Main St,78624
Wendy's,11970 S Strang Line Rd,66062
Wendy's,3647 State Ave,66102
Wendy's,4140 Rainbow Blvd,66103
Wendy's,7807 Parallel Pkwy,66112
Wendy's,1601 W 12th St,64101
Wendy's,24 N 130th St,66012
Wendy's,229 S 3rd St,47807
Wendy's,3621 State Road 38 E,47905
Wendy's,701 Sagamore Pkwy W,47906
Wendy's,3565 Newton St,47546
Wendy's,3285 W Jacob Dr,47404
Wendy's,830 E Lewis and Clark Pkwy,47129
Wendy's,3220 N Anthony Blvd,46805
Wendy's,320 N Dixie Way,46637
Wendy's,1021 S Clinton St,46802
Wendy's,926 Quaker Ln,02818
Wendy's,850 Manton Ave,02909
Wendy's,900 W Pike St,46526
Wendy's,1120 W 7th St,46706
Wendy's,2060 Springwood Rd,17403
Wendy's,10 S West End Blvd,18951
Wendy's,234 Shoemaker Rd,19464
Wendy's,5076 William Penn Hwy,15146
Wendy's,120 N Hermitage Rd,16148
Wendy's,6167 York Rd,17350
Wendy's,1231 S Main St,15601
Wendy's,10490 Perry Hwy,15090
Wendy's,4679 William Flynn Hwy,15101
Wendy's,7317 Mcknight Rd,15237
Wendy's,2691 Freeport Rd,15238
Wendy's,20111 Route 19,16066
Wendy's,6 Old Mill Rd,17019
Subway,2114 Texoma Pkwy,75090
Quiznos,101 Gateway Blvd,82901
Subway,4498 Buffalo Gap Rd,79606
Subway,4422 Gaston Ave,75246
Subway,427 E Coma Ave,78557
Pollo Tropical,14150 SW 8th St,33184
Pollo Tropical,1819 S Federal Hwy,33316
Taco Time,170 N Main St,84037
Subway,3901 Harrison Ave,59701
Subway,8192 Huffine Ln,59718
Subway,395 Woodside Cutoff Rd,59828
Subway,2710 Brooks St,59801
Subway,1601 Fox Farm Rd,59404
